Transaction_ID,Date,Region,Category,Units_Sold,Unit_Price,Revenue,Cost,Profit
TRX-12160,2025-05-21,North America,Monitor,1,291.2,291.2,193.46,97.74
TRX-12161,2025-04-28,Europe,Smartphone,11,775.97,8535.72,5540.09,2995.64
TRX-12162,2025-10-04,Asia Pacific,Laptop,1,1200.76,1200.76,806.75,394.02
TRX-12163,2026-12-27,North America,Accessories,7,50.86,356.02,138.17,217.84
TRX-12164,2025-08-08,Asia Pacific,Laptop,6,1249.39,7496.37,4729.21,2767.16
TRX-12165,2025-01-26,Europe,Accessories,14,50.01,700.15,284.72,415.43
TRX-12166,2026-06-05,North America,Tablet,5,418.63,2093.17,1236.04,857.13
TRX-12167,2025-01-10,Latin America,Laptop,4,1253.0,5011.98,3121.64,1890.35
TRX-12168,2026-01-13,Latin America,Monitor,11,310.95,3420.47,2177.81,1242.66
TRX-12169,2026-09-25,Europe,Smartphone,14,800.0,11199.97,7215.36,3984.61
TRX-12170,2026-09-29,North America,Monitor,13,289.23,3759.95,2721.28,1038.67
TRX-12171,2026-11-13,Latin America,Smartphone,13,777.43,10106.62,6588.37,3518.25
TRX-12172,2026-08-07,North America,Laptop,11,1217.72,13394.92,9048.25,4346.68
TRX-12173,2025-06-01,Asia Pacific,Laptop,8,1190.61,9524.88,6421.01,3103.88
TRX-12174,2026-12-21,Latin America,Smartphone,11,771.74,8489.19,5568.65,2920.53
TRX-12175,2025-02-18,Europe,Tablet,8,399.16,3193.28,2097.62,1095.66
TRX-12176,2025-06-03,Latin America,Accessories,5,47.59,237.94,99.38,138.55
TRX-12177,2025-10-20,Europe,Monitor,4,307.02,1228.07,765.3,462.77
TRX-12178,2026-08-03,Europe,Monitor,2,287.21,574.41,418.28,156.13
TRX-12179,2025-02-19,Asia Pacific,Monitor,7,303.87,2127.11,1441.03,686.09
TRX-12180,2026-10-26,Asia Pacific,Laptop,5,1235.16,6175.81,3959.32,2216.48
TRX-12181,2026-06-15,Europe,Monitor,3,288.98,866.94,628.94,237.99
TRX-12182,2026-09-04,Latin America,Accessories,9,50.09,450.84,177.22,273.62
TRX-12183,2025-03-01,Europe,Accessories,9,51.4,462.56,177.7,284.86
TRX-12184,2025-06-16,North America,Smartphone,11,780.85,8589.36,5560.35,3029.01
TRX-12185,2025-07-21,North America,Laptop,11,1159.55,12755.05,8601.43,4153.62
TRX-12186,2025-05-26,Latin America,Accessories,10,49.18,491.84,203.97,287.87
TRX-12187,2026-11-07,Latin America,Tablet,14,402.19,5630.63,3378.5,2252.13
TRX-12188,2026-03-15,Asia Pacific,Laptop,11,1209.03,13299.37,8455.06,4844.31
TRX-12189,2025-08-30,North America,Laptop,8,1155.71,9245.64,6422.32,2823.32
TRX-12190,2026-08-04,Europe,Accessories,1,49.79,49.79,20.11,29.68
TRX-12191,2026-11-18,Europe,Tablet,12,390.73,4688.78,2882.0,1806.78
TRX-12192,2026-07-15,North America,Smartphone,3,827.36,2482.09,1569.63,912.46
TRX-12193,2026-04-28,North America,Accessories,2,49.07,98.14,40.29,57.84
TRX-12194,2025-04-18,Asia Pacific,Tablet,4,413.55,1654.19,965.1,689.09
TRX-12195,2025-08-14,North America,Laptop,2,1191.43,2382.86,1569.83,813.02
TRX-12196,2026-11-04,Asia Pacific,Tablet,12,409.06,4908.76,3090.07,1818.69
TRX-12197,2026-09-23,Latin America,Laptop,11,1201.21,13213.28,8820.44,4392.84
TRX-12198,2026-10-23,Latin America,Accessories,8,50.61,404.88,155.01,249.87
TRX-12199,2026-10-24,North America,Accessories,1,49.48,49.48,19.21,30.27
TRX-12200,2026-03-08,North America,Monitor,4,308.05,1232.18,794.46,437.72
TRX-12201,2026-10-17,North America,Monitor,5,297.76,1488.78,983.74,505.04
TRX-12202,2026-02-23,North America,Monitor,14,298.72,4182.13,2843.66,1338.48
TRX-12203,2026-03-31,Europe,Accessories,10,50.09,500.88,208.5,292.38
TRX-12204,2025-06-09,Europe,Smartphone,4,826.55,3306.18,1949.55,1356.64
TRX-12205,2026-06-07,Latin America,Accessories,8,50.8,406.38,165.68,240.69
TRX-12206,2026-10-12,Europe,Tablet,2,393.97,787.93,521.02,266.91
TRX-12207,2026-08-13,North America,Accessories,9,50.85,457.66,187.24,270.43
TRX-12208,2025-03-18,Asia Pacific,Accessories,2,50.71,101.42,41.81,59.62
TRX-12209,2026-05-24,Latin America,Laptop,2,1251.72,2503.44,1654.74,848.71
TRX-12210,2026-03-17,North America,Laptop,13,1240.97,16132.61,10497.23,5635.38
TRX-12211,2025-09-11,Europe,Laptop,2,1217.69,2435.39,1585.58,849.81
TRX-12212,2025-11-16,Asia Pacific,Accessories,12,49.21,590.49,239.8,350.69
TRX-12213,2025-09-20,Asia Pacific,Smartphone,10,822.37,8223.66,5186.31,3037.36
TRX-12214,2026-08-20,Europe,Tablet,8,403.01,3224.07,1960.28,1263.79
TRX-12215,2026-10-20,North America,Tablet,3,419.41,1258.23,724.44,533.79
TRX-12216,2026-07-08,Asia Pacific,Smartphone,10,779.8,7798.0,4820.41,2977.6
TRX-12217,2026-01-09,Asia Pacific,Smartphone,11,766.37,8430.1,5679.85,2750.25
TRX-12218,2026-09-29,Europe,Tablet,14,382.8,5359.14,3591.52,1767.62
TRX-12219,2025-06-16,Asia Pacific,Monitor,10,304.2,3042.01,1999.53,1042.48
TRX-12220,2026-04-04,Asia Pacific,Laptop,14,1252.71,17537.96,10947.86,6590.1
TRX-12221,2025-10-07,Asia Pacific,Laptop,8,1140.23,9121.85,6513.67,2608.18
TRX-12222,2026-12-01,Latin America,Tablet,7,409.03,2863.22,1669.23,1193.99
TRX-12223,2025-10-29,North America,Smartphone,10,812.57,8125.65,5034.11,3091.54
TRX-12224,2026-06-15,North America,Monitor,4,306.97,1227.88,791.87,436.0
TRX-12225,2026-08-03,Europe,Tablet,7,394.22,2759.51,1833.63,925.89
TRX-12226,2025-08-06,North America,Laptop,11,1238.46,13623.06,8806.65,4816.4
TRX-12227,2025-04-12,Asia Pacific,Accessories,8,47.72,381.79,160.84,220.95
TRX-12228,2026-07-08,North America,Smartphone,6,820.43,4922.61,3063.71,1858.9
TRX-12229,2025-10-15,Latin America,Accessories,6,48.84,293.01,119.81,173.2
TRX-12230,2025-06-16,Asia Pacific,Tablet,3,399.07,1197.22,729.34,467.88
TRX-12231,2026-09-13,Asia Pacific,Laptop,5,1238.72,6193.58,4014.91,2178.67
TRX-12232,2025-02-05,Latin America,Monitor,10,293.14,2931.41,2088.85,842.55
TRX-12233,2025-12-19,Latin America,Accessories,2,48.43,96.85,39.64,57.21
TRX-12234,2026-11-07,North America,Monitor,12,305.44,3665.27,2443.11,1222.16
TRX-12235,2025-03-14,North America,Laptop,5,1204.01,6020.04,4191.21,1828.82
TRX-12236,2026-10-10,North America,Accessories,5,50.07,250.36,103.3,147.06
TRX-12237,2025-12-19,Latin America,Monitor,7,292.7,2048.92,1422.26,626.66
TRX-12238,2025-03-11,North America,Monitor,4,286.05,1144.19,818.88,325.31
TRX-12239,2026-03-01,Europe,Accessories,14,49.55,693.72,292.22,401.5
TRX-12240,2026-12-09,North America,Laptop,11,1152.79,12680.66,9204.58,3476.08
TRX-12241,2026-07-15,Latin America,Monitor,6,312.18,1873.08,1256.28,616.8
TRX-12242,2026-10-04,Latin America,Tablet,9,381.65,3434.85,2278.27,1156.58
TRX-12243,2026-06-01,Europe,Accessories,4,49.66,198.63,79.08,119.56
TRX-12244,2026-03-04,Asia Pacific,Smartphone,11,764.18,8405.98,5298.23,3107.74
TRX-12245,2026-06-23,Europe,Smartphone,14,767.64,10747.01,6919.88,3827.13
TRX-12246,2025-06-09,Latin America,Laptop,6,1219.06,7314.38,5012.62,2301.77
TRX-12247,2025-05-29,Asia Pacific,Tablet,13,405.88,5276.5,3376.68,1899.81
TRX-12248,2025-08-18,Europe,Monitor,12,285.99,3431.9,2405.68,1026.22
TRX-12249,2026-12-13,,Smartphone,9,760.09,6840.81,4516.65,2324.16
TRX-12250,2026-07-16,Asia Pacific,Laptop,10,1149.46,11494.58,7847.14,3647.45
TRX-12251,2025-03-08,Europe,Tablet,12,410.52,4926.24,2986.35,1939.89
TRX-12252,2026-01-16,Asia Pacific,Tablet,1,403.38,403.38,255.36,148.02
TRX-12253,2025-02-27,North America,Laptop,8,1144.57,9156.59,6337.56,2819.04
TRX-12254,2025-09-16,Asia Pacific,Laptop,1,1198.57,1198.57,775.04,423.53
TRX-12255,2025-12-08,Europe,Monitor,4,306.36,1225.44,803.27,422.17
TRX-12256,2025-05-10,North America,Laptop,3,1244.27,3732.82,2334.08,1398.74
TRX-12257,2026-12-28,Latin America,Monitor,4,313.02,1252.08,837.94,414.14
TRX-12258,2025-06-21,Latin America,Monitor,14,294.82,4127.53,2769.3,1358.23
TRX-12259,2026-09-06,Latin America,Accessories,7,48.18,337.25,145.74,191.52
TRX-12260,2025-07-28,Europe,Tablet,13,389.48,5063.2,3160.81,1902.4
TRX-12261,2025-12-20,North America,Tablet,14,411.05,5754.66,3391.22,2363.43
TRX-12262,2026-04-16,Asia Pacific,Tablet,9,418.86,3769.73,2276.3,1493.43
TRX-12263,2025-04-26,Latin America,Accessories,9,49.83,448.49,185.03,263.46
TRX-12264,2025-09-21,Latin America,Monitor,10,294.16,2941.61,2013.35,928.25
TRX-12265,2026-10-24,North America,Monitor,1,297.88,297.88,194.6,103.28
TRX-12266,2026-03-18,North America,Laptop,10,1176.58,11765.78,7630.32,4135.46
TRX-12267,2026-07-02,North America,Accessories,1,48.78,48.78,20.24,28.55
TRX-12268,2026-03-29,Europe,Laptop,9,1211.25,10901.25,6934.35,3966.9
TRX-12269,2026-04-22,North America,Accessories,4,47.58,190.31,78.75,111.57
TRX-12270,2025-10-14,Asia Pacific,Laptop,12,1171.15,14053.76,9768.75,4285.0
TRX-12271,2025-10-30,Asia Pacific,Smartphone,13,812.91,10567.84,6238.72,4329.12
TRX-12272,2025-11-07,Latin America,Tablet,14,381.28,5337.96,3369.54,1968.42
TRX-12273,2025-07-27,Asia Pacific,Tablet,3,383.33,1149.98,717.12,432.86
TRX-12274,2026-09-10,North America,Monitor,13,293.8,3819.42,2728.98,1090.44
TRX-12275,2026-03-22,Asia Pacific,Smartphone,9,830.22,7472.02,4449.18,3022.83
TRX-12276,2026-11-01,Latin America,Tablet,5,410.6,2052.98,1300.72,752.25
TRX-12277,2026-09-25,Europe,Monitor,12,285.66,3427.98,2350.46,1077.52
TRX-12278,2025-02-24,Asia Pacific,Smartphone,6,800.14,4800.82,3075.96,1724.86
TRX-12279,2025-01-12,Latin America,Tablet,1,390.99,390.99,242.98,148.01
TRX-12280,2026-10-19,Latin America,Laptop,1,1217.84,1217.84,799.87,417.97
TRX-12281,2026-02-04,North America,Accessories,13,51.11,664.4,268.44,395.96
TRX-12282,2026-10-10,Latin America,Smartphone,14,829.03,11606.41,7221.43,4384.97
TRX-12283,2026-05-30,Asia Pacific,Monitor,7,299.26,2094.84,1441.2,653.64
TRX-12284,2026-10-18,Latin America,Smartphone,10,839.56,8395.56,5161.87,3233.69
TRX-12285,2026-06-26,Latin America,Monitor,8,314.4,2515.2,1553.84,961.36
TRX-12286,2025-08-25,North America,Smartphone,11,830.57,9136.31,5490.22,3646.09
TRX-12287,2025-10-06,North America,Monitor,8,302.25,2417.97,1597.58,820.39
TRX-12288,2025-12-14,Asia Pacific,Tablet,14,395.92,5542.88,3636.68,1906.21
TRX-12289,2026-09-19,Latin America,Laptop,13,1183.73,15388.44,10188.77,5199.68
TRX-12290,2025-04-14,Europe,Tablet,7,380.48,2663.39,1825.51,837.88
TRX-12291,2026-09-22,Latin America,Laptop,13,1169.9,15208.71,10348.83,4859.88
TRX-12292,2026-06-01,Europe,Tablet,11,408.75,4496.28,2796.69,1699.58
TRX-12293,2025-09-05,Asia Pacific,Tablet,9,404.15,3637.31,2198.0,1439.31
TRX-12294,2025-12-30,North America,Smartphone,1,833.31,833.31,495.51,337.8
TRX-12295,2025-11-17,Asia Pacific,Accessories,2,47.75,95.5,40.84,54.66
TRX-12296,2026-09-25,North America,Monitor,13,289.66,3765.56,2603.31,1162.24
TRX-12297,2025-10-13,North America,Monitor,3,308.68,926.03,625.84,300.19
TRX-12298,2025-05-29,Latin America,Monitor,13,295.76,3844.82,2661.65,1183.17
TRX-12299,2025-03-25,Latin America,Laptop,12,1154.2,13850.42,9661.83,4188.59
TRX-12300,2026-02-10,North America,Monitor,13,314.89,4093.62,2700.53,1393.08
TRX-12301,2026-04-01,Europe,Monitor,5,308.62,1543.09,1016.56,526.53
TRX-12302,2025-06-10,Europe,Smartphone,4,792.7,3170.8,2029.46,1141.33
TRX-12303,2026-04-05,Latin America,Tablet,4,412.93,1651.74,974.64,677.1
TRX-12304,2026-07-04,Asia Pacific,Monitor,8,305.42,2443.34,1583.18,860.17
TRX-12305,2026-05-15,Europe,Accessories,8,51.45,411.6,162.93,248.67
TRX-12306,2026-05-24,North America,Monitor,11,309.46,3404.02,2286.19,1117.82
TRX-12307,2026-10-16,Latin America,Laptop,7,1150.17,8051.17,5496.71,2554.47
TRX-12308,2026-04-26,Latin America,Laptop,1,1214.76,1214.76,777.24,437.52
TRX-12309,2026-10-25,North America,Laptop,10,1140.81,11408.14,8074.96,3333.19
TRX-12310,2025-04-24,Asia Pacific,Monitor,4,286.3,1145.21,765.38,379.84
TRX-12311,2026-08-01,North America,Smartphone,1,832.32,832.32,510.73,321.59
TRX-12312,2025-12-27,Asia Pacific,Accessories,11,50.14,551.52,224.47,327.05
TRX-12313,2025-12-07,Latin America,Monitor,14,307.08,4299.08,2759.39,1539.69
TRX-12314,2026-03-25,Asia Pacific,Smartphone,5,827.08,4135.4,2598.17,1537.23
TRX-12315,2025-06-29,North America,Smartphone,3,835.97,2507.9,1500.33,1007.57
TRX-12316,2026-12-03,Latin America,Monitor,3,311.08,933.24,608.75,324.5
TRX-12317,2026-02-11,Europe,Monitor,4,299.5,1198.0,776.77,421.23
TRX-12318,2026-10-28,Latin America,Smartphone,2,786.88,1573.76,991.73,582.02
TRX-12319,2025-07-15,North America,Smartphone,7,772.36,5406.52,,1779.67
TRX-12320,2026-04-11,North America,Smartphone,12,792.03,9504.31,5827.76,3676.54
TRX-12321,2025-11-07,Latin America,Monitor,13,295.99,3847.93,2571.55,1276.38
TRX-12322,2025-09-19,Latin America,Smartphone,4,804.77,3219.06,1963.62,1255.45
TRX-12323,2026-02-23,Latin America,Laptop,5,1219.86,6099.31,3860.44,2238.86
TRX-12324,2026-02-10,Asia Pacific,Monitor,12,314.35,3772.2,2349.53,1422.66
TRX-12325,2025-05-23,Europe,Laptop,14,1227.41,17183.69,10900.7,6282.98
TRX-12326,2025-12-08,Asia Pacific,Tablet,2,405.75,811.5,521.18,290.32
TRX-12327,2025-11-12,North America,Monitor,6,295.05,1770.32,1228.93,541.39
TRX-12328,2025-04-11,Latin America,Tablet,9,381.38,3432.42,2208.62,1223.8
TRX-12329,2025-09-01,Asia Pacific,Smartphone,8,783.05,6264.4,4105.34,2159.06
TRX-12330,2026-05-05,Asia Pacific,Smartphone,8,821.48,6571.81,3808.86,2762.95
TRX-12331,2025-01-12,North America,Accessories,2,48.53,97.05,40.11,56.95
TRX-12332,2025-08-27,Asia Pacific,Smartphone,4,816.98,3267.9,1950.07,1317.83
TRX-12333,2026-07-15,North America,Tablet,8,403.19,3225.53,1922.86,1302.67
TRX-12334,2025-02-11,Asia Pacific,Smartphone,11,773.75,8511.23,5711.07,2800.17
TRX-12335,2026-11-09,Europe,Monitor,1,292.85,292.85,193.99,98.86
TRX-12336,2026-08-17,North America,Smartphone,8,799.7,6397.63,4128.96,2268.68
TRX-12337,2026-03-05,Europe,Accessories,3,49.59,148.78,59.48,89.3
TRX-12338,2025-06-07,Asia Pacific,Smartphone,8,822.29,6578.28,3805.72,2772.56
TRX-12339,2025-08-04,Europe,Tablet,6,409.38,2456.26,1534.88,921.38
TRX-12340,2026-11-01,Europe,Tablet,7,402.98,2820.88,1766.86,1054.02
TRX-12341,2026-04-07,Europe,Smartphone,2,825.78,1651.56,984.42,667.15
TRX-12342,2025-05-14,Asia Pacific,Tablet,1,402.51,402.51,244.54,157.97
TRX-12343,2025-03-08,North America,Tablet,6,418.58,2511.45,1436.05,1075.4
TRX-12344,2025-01-07,Asia Pacific,Accessories,12,48.59,583.03,250.59,332.44
TRX-12345,2026-06-10,Asia Pacific,Monitor,3,306.42,919.27,599.64,319.63
TRX-12346,2025-03-14,Asia Pacific,Accessories,4,49.35,197.4,76.68,120.71
TRX-12347,2026-02-03,North America,Laptop,13,1173.48,15255.19,10783.43,4471.76
TRX-12348,2026-02-09,Latin America,Accessories,9,48.4,435.62,176.02,259.6
TRX-12349,2026-11-06,Asia Pacific,Smartphone,3,804.2,2412.6,1455.54,957.06
TRX-12350,2026-08-01,Asia Pacific,Monitor,2,291.46,582.93,391.24,191.69
TRX-12351,2025-05-10,North America,Smartphone,2,776.03,1552.06,1006.46,545.6
TRX-12352,2026-04-11,Latin America,Laptop,2,1258.86,2517.73,1531.85,985.88
TRX-12353,2025-07-25,Latin America,Monitor,6,309.05,1854.31,1197.81,656.5
TRX-12354,2025-09-23,Latin America,Tablet,2,409.93,819.86,519.79,300.07
TRX-12355,2026-06-21,Latin America,Accessories,11,51.47,566.17,213.14,353.03
TRX-12356,2025-09-10,North America,Smartphone,7,837.51,5862.6,3440.92,2421.68
TRX-12357,2025-10-16,North America,Laptop,7,1208.79,8461.55,5541.83,2919.72
TRX-12358,2025-06-13,Latin America,Tablet,7,388.81,2721.67,1765.09,956.58
TRX-12359,2025-04-05,Europe,Accessories,14,51.81,725.35,291.74,433.62
TRX-12360,2025-04-20,North America,Tablet,13,409.71,5326.22,3215.73,2110.49
TRX-12361,2025-12-02,Europe,Accessories,2,49.57,99.14,38.28,60.87
TRX-12362,2025-08-26,Europe,Monitor,7,299.21,2094.45,1378.71,715.74
TRX-12363,2026-01-16,Latin America,Tablet,10,396.45,3964.5,2422.52,1541.98
TRX-12364,2026-03-12,Latin America,Tablet,8,417.2,3337.58,2030.35,1307.23
TRX-12365,2026-04-28,Asia Pacific,Tablet,8,393.74,3149.93,1905.85,1244.08
TRX-12366,2025-01-25,Europe,Monitor,14,313.9,4394.66,2741.74,1652.92
TRX-12367,2026-10-15,Asia Pacific,Laptop,2,1249.23,2498.47,1607.23,891.24
TRX-12368,2025-04-27,Latin America,Accessories,5,50.65,253.26,97.77,155.49
TRX-12369,2026-04-27,Europe,Tablet,14,403.19,5644.7,3517.85,2126.85
TRX-12370,2026-01-27,North America,Monitor,6,296.1,1776.62,1153.77,622.85
TRX-12371,2026-06-21,Asia Pacific,Laptop,9,1142.2,10279.81,7518.82,2760.99
TRX-12372,2025-03-20,Latin America,Accessories,6,48.14,288.83,117.49,171.34
TRX-12373,2026-08-03,Europe,Monitor,10,307.63,3076.27,2084.6,991.67
TRX-12374,2025-06-22,Latin America,Accessories,6,49.86,299.15,117.91,181.24
TRX-12375,2025-01-12,Asia Pacific,Tablet,10,385.99,3859.94,2570.46,1289.48
TRX-12376,2025-05-08,Latin America,Laptop,10,1171.68,11716.75,7796.95,3919.8
TRX-12377,2026-08-31,Latin America,Monitor,6,313.44,1880.61,1220.37,660.24
TRX-12378,2025-04-02,North America,Laptop,9,1184.06,10656.5,7073.08,3583.43
TRX-12379,2026-10-15,Latin America,Tablet,10,416.31,4163.07,2502.29,1660.78
TRX-12380,2026-06-27,Europe,Laptop,7,1176.56,8235.89,5697.34,2538.56
TRX-12381,2026-06-16,Europe,Laptop,1,1205.19,1205.19,807.11,398.08
TRX-12382,2026-10-20,North America,Smartphone,1,761.64,761.64,503.81,257.82
TRX-12383,2026-03-23,Europe,Laptop,14,1202.63,16836.75,10713.56,6123.19
TRX-12384,2026-01-25,Latin America,Accessories,4,50.68,202.74,77.99,124.75
TRX-12385,2026-11-03,Latin America,Monitor,12,292.03,3504.35,2417.24,1087.11
TRX-12386,2025-02-12,Europe,Smartphone,2,806.31,1612.63,951.83,660.8
TRX-12387,2025-09-11,Asia Pacific,Monitor,3,304.42,913.25,585.04,328.21
TRX-12388,2025-05-10,Latin America,Monitor,12,305.61,3667.28,2335.0,1332.27
TRX-12389,2025-03-01,Europe,Tablet,7,411.06,2877.39,1706.22,1171.17
TRX-12390,2026-10-25,Latin America,Tablet,14,392.45,5494.35,3512.46,1981.89
TRX-12391,2026-04-12,Latin America,Smartphone,7,805.42,5637.96,3528.69,2109.27
TRX-12392,2025-10-14,North America,Tablet,14,419.26,5869.68,3643.15,2226.53
TRX-12393,2026-06-01,Europe,Tablet,12,415.93,4991.11,2965.81,2025.3
TRX-12394,2026-04-12,Latin America,Tablet,3,418.11,1254.32,781.99,472.33
TRX-12395,2025-12-11,Asia Pacific,Monitor,13,296.58,3855.59,2639.51,1216.09
TRX-12396,2026-10-04,Europe,Smartphone,2,822.95,1645.91,1041.27,604.64
TRX-12397,2026-01-17,Asia Pacific,Monitor,13,303.6,3946.76,2686.7,1260.06
TRX-12398,2026-11-21,Europe,Accessories,13,47.91,622.88,264.88,358.0
TRX-12399,2025-09-10,Asia Pacific,Monitor,1,309.72,309.72,197.12,112.6
TRX-12400,2025-02-25,Asia Pacific,Accessories,9,50.89,457.97,175.34,282.63
TRX-12401,2026-04-08,Europe,Laptop,10,1163.87,11638.7,7777.91,3860.79
TRX-12402,2026-04-02,North America,Laptop,3,1149.57,3448.71,2508.52,940.18
TRX-12403,2025-03-24,North America,Accessories,9,51.69,465.17,188.25,276.91
TRX-12404,2025-04-09,Europe,Accessories,4,47.89,191.58,81.8,109.78
TRX-12405,2025-05-29,Latin America,Monitor,10,287.74,2877.41,2076.76,800.65
TRX-12406,2025-11-25,Europe,Accessories,6,49.64,297.82,125.03,172.79
TRX-12407,2025-06-05,Europe,Smartphone,13,770.78,10020.19,6507.51,3512.68
TRX-12408,2025-07-09,Latin America,Laptop,7,1249.64,8747.48,5672.27,3075.21
TRX-12409,2026-05-09,Europe,Laptop,10,1196.43,11964.34,7935.0,4029.34
TRX-12410,2025-09-20,Europe,Accessories,14,50.35,704.84,277.72,427.12
TRX-12411,2025-03-21,Latin America,Tablet,6,417.12,2502.75,1430.76,1071.98
TRX-12412,2026-02-04,Latin America,Tablet,1,401.21,401.21,248.35,152.86
TRX-12413,2026-09-01,North America,Accessories,6,49.27,295.61,122.08,173.53
TRX-12414,2025-09-17,Asia Pacific,Smartphone,11,823.77,9061.5,5457.09,3604.41
TRX-12415,2026-09-07,Asia Pacific,Tablet,14,397.71,5568.0,3630.34,1937.65
TRX-12416,2026-07-06,North America,Accessories,6,49.09,294.55,117.99,176.56
TRX-12417,2025-04-11,North America,Smartphone,5,817.86,4089.29,2408.17,1681.12
TRX-12418,2025-12-25,Asia Pacific,Smartphone,3,824.13,2472.39,1546.73,925.65
TRX-12419,2026-01-15,North America,Monitor,10,308.75,3087.51,2034.79,1052.73
TRX-12420,2025-08-09,Europe,Smartphone,3,838.21,2514.64,1461.27,1053.37
TRX-12421,2026-02-24,North America,Tablet,11,411.47,4526.13,2760.02,1766.11
TRX-12422,2025-05-04,North America,Tablet,10,410.8,4107.97,2475.46,1632.51
TRX-12423,2026-02-26,North America,Accessories,13,51.79,673.24,271.41,401.83
TRX-12424,2025-08-19,North America,Accessories,7,47.5,332.51,141.5,191.0
TRX-12425,2026-11-21,Asia Pacific,Smartphone,8,788.99,6311.96,3863.36,2448.6
TRX-12426,2025-03-04,Latin America,Laptop,14,1228.51,17199.17,11202.41,5996.77
TRX-12427,2026-04-30,Asia Pacific,Monitor,3,302.99,908.97,621.75,287.22
TRX-12428,2026-09-20,Asia Pacific,Laptop,3,1161.31,3483.93,2441.16,1042.77
TRX-12429,2026-12-04,Latin America,Smartphone,7,784.3,5490.09,3619.86,1870.23
TRX-12430,2026-07-28,Asia Pacific,Smartphone,10,786.94,7869.43,4875.2,2994.23
TRX-12431,2026-04-28,Europe,Laptop,12,1208.14,14497.67,9972.82,4524.86
TRX-12432,2026-06-03,Latin America,Monitor,7,309.95,2169.64,1435.79,733.85
TRX-12433,2025-06-04,Europe,Laptop,11,1251.9,13770.89,9001.44,4769.45
TRX-12434,2025-04-02,Asia Pacific,Accessories,9,51.25,461.25,177.24,284.02
TRX-12435,2026-06-10,Asia Pacific,Tablet,14,413.72,5792.05,3635.68,2156.37
TRX-12436,2026-03-31,Latin America,Accessories,6,49.85,299.1,121.66,177.45
TRX-12437,2026-08-21,Asia Pacific,Tablet,13,395.59,5142.68,3364.35,1778.34
TRX-12438,2026-10-07,North America,Smartphone,7,791.42,5539.92,3451.34,2088.58
TRX-12439,2026-05-25,Europe,Monitor,11,303.48,3338.29,2122.04,1216.25
TRX-12440,2025-07-02,Europe,Laptop,10,1154.91,11549.08,7865.87,3683.21
TRX-12441,2026-01-21,North America,Monitor,1,302.38,302.38,199.11,103.28
TRX-12442,2026-07-28,Latin America,Laptop,7,1219.82,8538.71,5618.71,2920.0
TRX-12443,2026-02-09,Latin America,Accessories,2,49.69,99.39,40.04,59.35
TRX-12444,2025-09-03,North America,Accessories,7,52.27,365.86,140.64,225.22
TRX-12445,2026-08-14,North America,Laptop,3,1212.99,3638.96,2482.01,1156.95
TRX-12446,2026-10-23,Europe,Monitor,9,291.6,2624.4,1740.62,883.78
TRX-12447,2026-10-12,North America,Laptop,13,1197.51,15567.58,10208.69,5358.88
TRX-12448,2026-04-16,North America,Smartphone,5,814.03,4070.16,2597.15,1473.01
TRX-12449,2026-02-27,North America,Accessories,7,49.12,343.83,140.85,202.98
TRX-12450,2025-03-06,Asia Pacific,Smartphone,8,766.37,6130.97,4033.36,2097.61
TRX-12451,2025-01-13,North America,Accessories,13,50.42,655.42,259.43,395.99
TRX-12452,2025-08-01,Asia Pacific,Accessories,12,52.24,626.87,241.18,385.7
TRX-12453,2025-08-30,Europe,Tablet,2,399.4,798.81,484.9,313.9
TRX-12454,2026-05-08,Europe,Smartphone,11,832.49,9157.38,5525.78,3631.6
TRX-12455,2025-08-01,Latin America,Smartphone,1,826.8,826.8,524.86,301.94
TRX-12456,2026-11-24,Europe,Tablet,7,385.9,2701.28,1761.56,939.72
TRX-12457,2025-12-04,Latin America,Monitor,6,306.25,1837.47,1145.33,692.14
TRX-12458,2025-06-22,Asia Pacific,Smartphone,6,794.84,4769.02,3088.93,1680.09
TRX-12459,2026-11-03,North America,Laptop,2,1170.03,2340.06,1583.44,756.62
TRX-12460,2025-06-13,Europe,Tablet,3,407.48,1222.43,724.03,498.41
TRX-12461,2026-04-10,North America,Smartphone,4,819.41,3277.65,2072.5,1205.15
TRX-12462,2026-05-12,Latin America,Monitor,3,290.4,871.19,581.88,289.31
TRX-12463,2026-12-01,Asia Pacific,Smartphone,2,833.16,1666.31,1042.08,624.23
TRX-12464,2026-01-30,Europe,Accessories,3,51.26,153.77,59.65,94.12
TRX-12465,2026-12-04,North America,Laptop,14,1252.01,17528.07,11471.93,6056.15
TRX-12466,2025-11-04,Latin America,Tablet,6,392.68,2356.1,1507.05,849.05
TRX-12467,2025-07-02,North America,Accessories,9,52.2,469.77,175.62,294.15
TRX-12468,2026-09-21,Europe,Monitor,4,296.06,1184.22,813.69,370.53
TRX-12469,2026-05-25,North America,Accessories,6,47.77,286.62,125.49,161.12
TRX-12470,2026-12-09,Asia Pacific,Accessories,1,51.31,51.31,20.54,30.78
TRX-12471,2026-06-30,Europe,Monitor,12,306.11,3673.26,2424.96,1248.3
TRX-12472,2026-07-18,Latin America,Accessories,6,50.49,302.94,125.89,177.05
TRX-12473,2026-09-16,Europe,Tablet,12,399.6,4795.15,2929.6,1865.55
TRX-12474,2026-08-17,Latin America,Smartphone,3,762.57,2287.72,1434.35,853.37
TRX-12475,2025-08-15,Latin America,Accessories,9,50.62,455.61,171.58,284.03
